,Ticket Number,Violation Date,Violation Time,Issuing Agency,Respondent Last Name,Respondent First Name,Balance Due,Violation Location (Borough),Violation Location (Block No.),Violation Location (Lot No.),Violation Location (House #),Violation Location (Street Name),Violation Location (Floor),Violation Location (City),Violation Location (Zip Code),Violation Location (State Name),Respondent Address (Borough),Respondent Address (House #),Respondent Address (Street Name),Respondent Address (City),Respondent Address (Zip Code),Respondent Address (State Name),Hearing Status,Hearing Result,Scheduled Hearing Location,Hearing Date,Hearing Time,Decision Location (Borough),Decision Date,Total Violation Amount,Violation Details,Date Judgment Docketed,Respondent Address or Facility Number(For FDNY and DOB Tickets),Penalty Imposed,Paid Amount,Additional Penalties or Late Fees,Compliance Status,Violation Description,Charge #1: Code,Charge #1: Code Section,Charge #1: Code Description,Charge #1: Infraction Amount,Charge #2: Code,Charge #2: Code Section,Charge #2: Code Description,Charge #2: Infraction Amount,Charge #3: Code,Charge #3: Code Section,Charge #3: Code Description,Charge #3: Infraction Amount,Charge #4: Code,Charge #4: Code Section,Charge #4: Code Description,Charge #4: Infraction Amount,Charge #5: Code,Charge #5: Code Section,Charge #5: Code Description,Charge #5: Infraction Amount,Charge #6: Code,Charge #6: Code Section,Charge #6: Code Description,Charge #6: Infraction Amount,Charge #7: Code,Charge #7: Code Section,Charge #7: Code Description,Charge #7: Infraction Amount,Charge #8: Code,Charge #8: Code Section,Charge #8: Code Description,Charge #8: Infraction Amount,Charge #9: Code,Charge #9: Code Section,Charge #9: Code Description,Charge #9: Infraction Amount,Charge #10: Code,Charge #10: Code Section,Charge #10: Code Description,Charge #10: Infraction Amount,BBL
438,037000331P,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,5,ADLER PLACE,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/28/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
439,037000022L,09/21/2015,06:20:00,DEPT. OF BUILDINGS,OWNER OF 387 WEST BROADWAY,,$-830.00,1,00487,7501,387,WEST BROADWAY,,NY,10012.0,NEW YORK,MANHATTAN,73,WOOSTER STREET,NY,10012.0,NEW YORK,HEARING COMPLETED,DISMISSED,MANHATTAN,06/16/2016,08:30:00,MANHATTAN,06/20/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$830.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004877501
440,037000302X,09/21/2015,03:30:00,DEPT. OF BUILDINGS,RIVERBAY CORPORATION,,$0.00,2,05135,0051,4200,HUTCHINSON RIVER PARKWAY,,BX,10475.0,NEW YORK,BRONX,120,ERSKINE PLACE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/21/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051350051
441,037000303H,09/21/2015,03:44:00,DEPT. OF BUILDINGS,RIVERBAY CORPORATION,,$0.00,2,05135,0051,140,EINSTEIN LOOP,,BX,10475.0,NEW YORK,BRONX,120,ERSKINE PLACE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/21/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051350051
442,037000312J,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,100,DONIZETTI PLACE,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/28/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
443,037000313L,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,162,DREISER LOOP,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/28/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
444,037000314N,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,120,ALCOTT PLACE,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/28/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
445,037000315P,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,100,ASCH LOOP,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/28/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
446,037000316R,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,600,BAYCHESTER AVENUE,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/28/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
447,037000317Z,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,100,BELLAMY LOOP,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/28/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
448,037000318K,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,1,DEFOE PLACE,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/28/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
449,037000320J,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,100,BENCHLEY PLACE,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/28/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
450,037000322N,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,100,CO-OP CITY BOULEVARD,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/28/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
451,037000326K,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0500,101,DREISER LOOP,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/28/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410500
452,037000330N,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,10A,DEBS PLACE,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/16/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
453,037000332R,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,11,ADLER PLACE,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/28/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
454,037000333Z,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,19,ADLER PLACE,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/28/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
455,037000336Y,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,7,DEFOE PLACE,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/28/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
456,037000337X,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,13,DEFOE PLACE,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/16/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
457,037000338H,09/21/2015,01:30:00,DEPT. OF BUILDINGS,RIVERBAY CORP,,$0.00,2,05141,0120,19,DEFOE PLACE,,BX,10475.0,NEW YORK,BRONX,2049,BARTOW AVENUE,BX,10475.0,NEW YORK,HEARING COMPLETED,DISMISSED,BRONX,06/10/2016,08:30:00,BRONX,06/28/2016,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051410120
458,035167041Z,07/10/2016,11:50:00,DEPT. OF BUILDINGS,LOWELL ASSOCIATES,,$0.00,1,00590,7502,9,BARROW STREET,,MANHATTAN,10014.0,NEW YORK,MANHATTAN,300,WEST 55 STREET,MANHATTAN,10019.0,NEW YORK,PAID IN FULL,IN VIOLATION,MANHATTAN,12/15/2016,08:30:00,MANHATTAN,12/22/2016,$200.00,WORK W OUT A PERMIT-REPLACED COOLING TOWER ON ROOF W OUT PERMIT FROM DOB THE JOB 140481823 WAS ADMINISTRATIVELY CLOSED DUE TO INACTIVITY. REM:OBTAINED PERMIT.,,,$200.00,$200.00,$0.00,Compliance Due,,B301,AC 28-105.1,WORK WITHOUT A PERMIT,$200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005907502
459,037000384Z,09/21/2015,01:45:00,DEPT. OF BUILDINGS,ADULT RESOURCE CENTER INC,,$0.00,3,08184,0011,176,CONKLIN AVENUE,,BKLYN,11236.0,NEW YORK,BROOKLYN,1145,EAST 55 STREET,BKLYN,11234.0,NEW YORK,PAID IN FULL,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,11/16/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,02/29/2016,,$4000.00,$800.00,$-3394.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081840011
460,037000254K,09/21/2015,07:10:00,DEPT. OF BUILDINGS,257 WATER STREET LLC,,$3395.00,1,00107,0042,261,WATER STREET,,NY,10038.0,NEW YORK,MANHATTAN,381,PARK AVENUE SOUTH,NY,10016.0,NEW YORK,DOCKETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,,11/17/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,02/29/2016,,$4000.00,$800.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001070042
461,035166895H,07/26/2016,01:45:00,DEPT. OF BUILDINGS,"GRISTEDE'S FOODS, INC",,$0.00,1,01234,7501,2373,BROADWAY,,NY,10024.0,NEW YORK,MANHATTAN,800,3 AVENUE,NY,10022.0,NEW YORK,PAID IN FULL,IN VIOLATION,MANHATTAN,01/26/2017,09:00:00,MANHATTAN,01/30/2017,$2500.00,FAILURE TO MAINTAIN BUILDING IN CODE-COMPLIANT MANNER:COOLING TOWERSNOT MAINTAINED AS PER MC 908.1 AND MC908.3 NOTED: AT 2ND STORY COOLINGTOWERS DESIGNATED 1 AND 2 SERVICING GRISTEDES SUPERMARKET ARE:1-VAPOR,,,$2500.00,$2500.00,$0.00,Compliance Due,,B102,AC 28-301.1,FAILURE TO MAINTAIN BUILDING IN CODE-COMPLIANT MANNER,$2500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012347501
462,035166899P,05/27/2016,01:45:00,DEPT. OF BUILDINGS,"GRISTEDE'S FOODS, INC",,$0.00,1,01234,7501,2373,BROADWAY,,NY,10024.0,NEW YORK,MANHATTAN,800,3 AVENUE,NY,10022.0,NEW YORK,PAID IN FULL,IN VIOLATION,MANHATTAN,01/26/2017,09:30:00,MANHATTAN,01/30/2017,$500.00,"FAILURE TO MAINTAIN BLDG IN CODE-COMPLIANT MANNER:COOLING TOWER DISCHARGE AS PER MC-908.3 NOTED: AT 2ND STORY COOLING TOWERS DESIGNATED 1 AND 2 SERVICING GRISTEDE'S SUPERMARKET,DISCHARGING VAPOR PLUMES INTO VAR",,,$500.00,$500.00,$0.00,Compliance Due,,B202,AC 28-301.1,FAILURE TO MAINTAIN BUILDING IN CODE-COMPLIANT MANNER,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012347501
463,035166896J,07/27/2016,01:45:00,DEPT. OF BUILDINGS,BOULEVARD RETAIL LLC,,$0.00,1,01234,7501,2373,BROADWAY,,NY,10024.0,NEW YORK,MANHATTAN,2373,BROADWAY,NY,10024.0,NEW YORK,PAID IN FULL,IN VIOLATION,MANHATTAN,10/20/2016,08:30:00,MANHATTAN,10/20/2016,$2500.00,FAILURE TO MAINTAIN BUILDING IN CODE-COMPLIANT MANNER:COOLING TOWERSNOT MAINTAINED AS PER MC 908.1 AND MC908.3 NOTED: AT 2ND STORY COOLINGTOWERS DESIGNATED 1 AND 2 SERVICING GRISTEDES SUPERMARKET ARE:1-VAPOR,,,$2500.00,$2500.00,$0.00,All Terms Met,,B102,AC 28-301.1,FAILURE TO MAINTAIN BUILDING IN CODE-COMPLIANT MANNER,$2500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012347501
464,034984991X,12/14/2012,03:50:00,DEPT. OF BUILDINGS,166E61ST CORP C O ARGO CORP,,$0.00,1,01395,7501,166,EAST 61 STREET,,NEW YORK,10065.0,NEW YORK,MANHATTAN,50,WEST 17 STREET,NEW YORK,10011.0,NEW YORK,PAID IN FULL,STIPULATED,MANHATTAN,01/31/2013,10:30:00,MANHATTAN,02/04/2013,$500.00,FAILURE TO MAINTAIN BLDG WALLS AND APPURTENANCES.NOTED:1-SPALELD MASONRY AT UPPER SECTION OF CHIMNEY STACK BRICK CONC ;2-SPALLING DEBARCOLUMNS SUPPORTING BEAMS OF WATER TOWER ENCLOSURE COOLING TOWER,08/31/2013,,$500.00,$639.00,$0.00,Compliance Due,,B204,AC 28-302.1,FAILURE TO MAINTAIN BUILDING WALL S OR APPURTENANCES,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013957501
465,035166898N,05/27/2016,01:45:00,DEPT. OF BUILDINGS,BOULEVARD RETAIL LLC,,$0.00,1,01234,7501,2373,BROADWAY,,NY,10024.0,NEW YORK,MANHATTAN,2373,BROADWAY,NY,10024.0,NEW YORK,PAID IN FULL,IN VIOLATION,MANHATTAN,10/20/2016,08:30:00,MANHATTAN,10/20/2016,$500.00,"FAILURE TO MAINTAIN BLDG IN CODE-COMPLIANT MANNER:COOLING TOWER DISCHARGE AS PER MC-908.3 NOTED: AT 2ND STORY COOLING TOWERS DESIGNATED 1 2SERVICING GRISTEDGE'S SUPERMARKET,DISCHARGING VAPOR PLUMES INTO VARIOU",,,$500.00,$500.00,$0.00,All Terms Met,,B202,AC 28-301.1,FAILURE TO MAINTAIN BUILDING IN CODE-COMPLIANT MANNER,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012347501
466,035176597Z,09/14/2016,03:05:00,DEPT. OF BUILDINGS,ARBERN BROOKLYN COMM,,$1600.00,3,01941,0020,500,DEKALB AVENUE,,BK,11205.0,NEW YORK,BROOKLYN,725,CHURCH AVENUE,BK,11218.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,02/01/2017,08:30:00,BROOKLYN,02/07/2017,$1600.00,"WORK W O A PERMIT. FOUND ON THE ROOF; THE TIME OF INSPECTION MULTIPLEINSTALLATION OF DUNAGE,AIR CONDITIONING EQUIPMENT A COOLING TOWERS WNO PERMITS ON DOB RECORDS. INSTALLATIONS MAY COMPROMISE STRUCTURAL",,,$1600.00,$0.00,$0.00,Penalty Due,,B101,28-105.1,WORK WITHOUT A PERMIT,$1600.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3019410020
467,037000345X,09/21/2015,07:15:00,DEPT. OF BUILDINGS,JLAM DUFFIELD III LLC,,$0.00,3,00146,0014,231,DUFFIELD STREET,,BKLYN,11201.0,NEW YORK,MANHATTAN,202,CENTRE STREET,NY,10013.0,NEW YORK,PAID IN FULL,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,BROOKLYN,11/18/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$800.00,$800.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001460014
468,037000367R,09/21/2015,03:45:00,DEPT. OF BUILDINGS,TREY WHITEFIELD SCHOOL,,$0.00,3,03682,0033,48,WILLIAMS AVENUE,,BKLYN,11207.0,NEW YORK,NOT NYC,,POBOX 80384,BKLYN,11208.0,NEW YORK,PAID IN FULL,IN VIOLATION,BROOKLYN,04/18/2016,09:00:00,BROOKLYN,04/19/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$400.00,$400.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3036820033
469,037000402N,09/21/2015,04:10:00,DEPT. OF BUILDINGS,SUNY SYSTEM ADMINISTRATION,,$4000.00,3,04838,0001,395,LENOX ROAD,,BKLYN,11203.0,NEW YORK,NOT NYC,353,BROADWAY,ALBANY,12207.0,NEW YORK,DOCKETED,DEFAULTED,BROOKLYN,11/09/2015,10:30:00,,11/16/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,02/29/2016,,$4000.00,$0.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3048380001
470,037000171P,09/21/2015,11:50:00,DEPT. OF BUILDINGS,52 EAST END CONDOMINIUM,,$4000.00,1,01578,7501,52,EAST END AVENUE,,MANHATTAN,10028.0,NEW YORK,MANHATTAN,415,MADISON AVENUE,NEW YORK,10017.0,NEW YORK,DOCKETED,DEFAULTED,MANHATTAN,11/12/2015,10:30:00,,11/17/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM COMPLY W CODE.,02/29/2016,,$4000.00,$0.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015787501
471,037000191M,09/21/2015,03:40:00,DEPT. OF BUILDINGS,CH OF IMMACULATE CNCE,,$4000.00,1,00441,0010,413,EAST 13 STREET,,MAN,10009.0,NEW YORK,MANHATTAN,414,EAST 14 STREET,NEW YORK,10009.0,NEW YORK,DOCKETED,DEFAULTED,MANHATTAN,11/12/2015,10:30:00,,11/17/2015,$800.00,"28-317.3,FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE",02/29/2016,,$4000.00,$0.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004410010
472,037000233L,09/21/2015,02:20:00,DEPT. OF BUILDINGS,THE RIVERSIDE CHURCH,,$4000.00,1,01991,0032,621,WEST 120 STREET,,MH,10027.0,NEW YORK,MANHATTAN,490,RIVERSIDE DRIVE,NY,10027.0,NEW YORK,DOCKETED,DEFAULTED,MANHATTAN,11/12/2015,10:30:00,,11/17/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY WITH CODE,02/29/2016,,$4000.00,$0.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019910032
473,035093852N,04/01/2014,00:00:00,DEPT. OF BUILDINGS,DOE FIORELLO LAGUARDIA H.S.,040,$0.00,1,01156,0030,100,AMSTERDAM AVENUE,,NEW YORK,10023.0,NEW YORK,MANHATTAN,100,AMSTERDAM AVENUE,NEW YORK,10023.0,NEW YORK,WRITTEN OFF,POP IN-VIOL,MANHATTAN,06/05/2014,08:30:00,,05/20/2014,$500.00,FAILURE TO MAINTAIN BLDG WALL S OR APPURTENANCES. AT ROOF COOLING TOWER: FACADE CONCRETE SPALLING MISSING IN AREAS EXPOSING REBAR. REMEDY: REPAIR.,,,$0.00,$0.00,$0.00,All Terms Met,,B204,AC 28-302.1,FAILURE TO MAINTAIN BUILDING WALL S OR APPURTENANCES,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011560030
