Ticket Number,Violation Date,Violation Time,Issuing Agency,Respondent Last Name,Respondent First Name,Balance Due,Violation Location (Borough),Violation Location (Block No.),Violation Location (Lot No.),Violation Location (House #),Violation Location (Street Name),Violation Location (Floor),Violation Location (City),Violation Location (Zip Code),Violation Location (State Name),Respondent Address (Borough),Respondent Address (House #),Respondent Address (Street Name),Respondent Address (City),Respondent Address (Zip Code),Respondent Address (State Name),Hearing Status,Hearing Result,Scheduled Hearing Location,Hearing Date,Hearing Time,Decision Location (Borough),Decision Date,Total Violation Amount,Violation Details,Date Judgment Docketed,Respondent Address or Facility Number(For FDNY and DOB Tickets),Penalty Imposed,Paid Amount,Additional Penalties or Late Fees,Compliance Status,Violation Description,Charge #1: Code,Charge #1: Code Section,Charge #1: Code Description,Charge #1: Infraction Amount,Charge #2: Code,Charge #2: Code Section,Charge #2: Code Description,Charge #2: Infraction Amount,Charge #3: Code,Charge #3: Code Section,Charge #3: Code Description,Charge #3: Infraction Amount,Charge #4: Code,Charge #4: Code Section,Charge #4: Code Description,Charge #4: Infraction Amount,Charge #5: Code,Charge #5: Code Section,Charge #5: Code Description,Charge #5: Infraction Amount,Charge #6: Code,Charge #6: Code Section,Charge #6: Code Description,Charge #6: Infraction Amount,Charge #7: Code,Charge #7: Code Section,Charge #7: Code Description,Charge #7: Infraction Amount,Charge #8: Code,Charge #8: Code Section,Charge #8: Code Description,Charge #8: Infraction Amount,Charge #9: Code,Charge #9: Code Section,Charge #9: Code Description,Charge #9: Infraction Amount,Charge #10: Code,Charge #10: Code Section,Charge #10: Code Description,Charge #10: Infraction Amount
037000367R,09/21/2015,03:45:00,DEPT. OF BUILDINGS,TREY WHITEFIELD SCHOOL,,$0.00,BROOKLYN,03682,0033,48,WILLIAMS AVENUE,,BKLYN,11207,NEW YORK,NOT NYC,,POBOX 80384,BKLYN,11208,NEW YORK,PAID IN FULL,IN VIOLATION,BROOKLYN,04/18/2016,09:00:00,BROOKLYN,04/19/2016,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$400.00,$400.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000402N,09/21/2015,04:10:00,DEPT. OF BUILDINGS,SUNY SYSTEM ADMINISTRATION,,$4000.00,BROOKLYN,04838,0001,395,LENOX ROAD,,BKLYN,11203,NEW YORK,NOT NYC,353,BROADWAY,ALBANY,12207,NEW YORK,DOCKETED,DEFAULTED,BROOKLYN,11/09/2015,10:30:00,,11/16/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,02/29/2016,,$4000.00,$0.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000171P,09/21/2015,11:50:00,DEPT. OF BUILDINGS,52 EAST END CONDOMINIUM,,$4000.00,MANHATTAN,01578,7501,52,EAST END AVENUE,,MANHATTAN,10028,NEW YORK,MANHATTAN,415,MADISON AVENUE,NEW YORK,10017,NEW YORK,DOCKETED,DEFAULTED,MANHATTAN,11/12/2015,10:30:00,,11/17/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM COMPLY W CODE.,02/29/2016,,$4000.00,$0.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000191M,09/21/2015,03:40:00,DEPT. OF BUILDINGS,CH OF IMMACULATE CNCE,,$4000.00,MANHATTAN,00441,0010,413,EAST 13 STREET,,MAN,10009,NEW YORK,MANHATTAN,414,EAST 14 STREET,NEW YORK,10009,NEW YORK,DOCKETED,DEFAULTED,MANHATTAN,11/12/2015,10:30:00,,11/17/2015,$800.00,"28-317.3,FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE",02/29/2016,,$4000.00,$0.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000233L,09/21/2015,02:20:00,DEPT. OF BUILDINGS,THE RIVERSIDE CHURCH,,$4000.00,MANHATTAN,01991,0032,621,WEST 120 STREET,,MH,10027,NEW YORK,MANHATTAN,490,RIVERSIDE DRIVE,NY,10027,NEW YORK,DOCKETED,DEFAULTED,MANHATTAN,11/12/2015,10:30:00,,11/17/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY WITH CODE,02/29/2016,,$4000.00,$0.00,$0.00,Both Due,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
035093852N,04/01/2014,00:00:00,DEPT. OF BUILDINGS,DOE FIORELLO LAGUARDIA H.S.,040,$0.00,MANHATTAN,01156,0030,100,AMSTERDAM AVENUE,,NEW YORK,10023,NEW YORK,MANHATTAN,100,AMSTERDAM AVENUE,NEW YORK,10023,NEW YORK,WRITTEN OFF,POP IN-VIOL,MANHATTAN,06/05/2014,08:30:00,,05/20/2014,$500.00,FAILURE TO MAINTAIN BLDG WALL S OR APPURTENANCES. AT ROOF COOLING TOWER: FACADE CONCRETE SPALLING MISSING IN AREAS EXPOSING REBAR. REMEDY: REPAIR.,,,$0.00,$0.00,$0.00,All Terms Met,,B204,AC 28-302.1,FAILURE TO MAINTAIN BUILDING WALL S OR APPURTENANCES,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
035121026R,01/15/2015,01:50:00,DEPT. OF BUILDINGS,BARONE MANAGEMENT LLC,,$0.00,MANHATTAN,00594,0115,503,CANAL STREET,,MAN,10013,NEW YORK,MANHATTAN,225,HUDSON STREET,NEW YORK,10013,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,03/05/2015,08:30:00,MANHATTAN,02/27/2015,$800.00,"3314.8,GUARDRAIL TOE BOARD:NOT PROVIDE TIME OF INSP OBSERVED 2 ACTIVE NB IN PROGRESS. THE COOLING TOWER ROOF TOP BAR 9TH FL BALCONY IOBSERVED 2 TERE ERECTED SCAFFOLD ALL 3 SCAFFOLD SYSTEMS HAD NO GUARD",,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000150039Z,08/20/2001,14:50:00,DEP - BUREAU OF ENV. COMPLIANCE,ST.JOHN'S HOSPITAL,ATT:ENGINEERING D,,QUEENS,02857,00074,90-20,QUEENS BOULEVARD,,QUEENS,11373,NY,QUEENS,90-20,QUEENS BOULEVARD,ELMHURST,11373,NY,APPEAL DECIS RENDERD,IN VIOLATION,MANHATTAN,12/11/2001,8:30:00,MANHATTAN,10/26/2006,$350.00,CHEMICALS FOR WATER OF COOLING TOWER DETECTED ON STREET,,,$400.00,$400.00,,Compliance Due,,BA26,24-142,EMISSION OF AIR CONTAMINANT (SMOKE) - FROM UNREGULATED EQUIPMENT,$350.00,BA24,24-141,EMISSION OF AIR CONTAMINANT FROM UNREGULATED SOURCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000167867P,08/28/2003,10:15:00,DEP - BUREAU OF ENV. COMPLIANCE,GLATT,MART INC,$-560.00,BROOKLYN,06732,00052,1205,AVENUE M,,BROOKLYN,11230,NY,BROOKLYN,1205,AVENUE M,BROOKLYN,11230,NY,PAID IN FULL,IN VIOLATION,MANHATTAN,04/19/2004,9:30:00,MANHATTAN,04/20/2004,$560.00,(1) ROOF MOUNTED UNMARKED COOLING TOWER M#GP-25,,,$560.00,$1120.00,,Compliance Due, NOISE,BN27,A.C.24-226(B),EXCESSIVE NOISE FROM AIR COMPRESSOR (MEASURED @ 1 METER),$560.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034009347L,07/15/1989,12:00:00,DEPT. OF BUILDINGS,HARBOR TRUCKING & RIGGING,,,MANHATTAN,00000,00000,345,    HUDSON CT,,NY,10013,NY,QUEENS,54-59,  44 STREET,QUEENS,,NY,PAID IN FULL,DEFAULTED,MANHATTAN,08/31/1989,8:30:00,,09/05/1989,$100.00,REMOVING OLD AIR CONDITIONING COOLING TOWER AND INSTALLING NEW AC COOLING TOWER REMDY OBTAIN VARIANCE FROM DEPT OF BLDG,,,$500.00,$500.00,,Compliance Due,,BB5C,A.C.TITLE 27,MISCELLANEOUS CONSTRUCTION VIOLATION.,$100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034010154N,06/22/1988,4:30:00,DEPT. OF BUILDINGS,PHILLIPS PILEVSKY,,,MANHATTAN,00552,00037,360,AVENUE OF THE AMERICAS,,NEW YORK,,NY,MANHATTAN,501,MADISON AVENUE,NEW YORK,10022,NY,HEARING COMPLETED,DISMISSED,MANHATTAN,11/03/1988,10:30:00,MANHATTAN,12/11/1991,$250.00,WORK WITHUT A PERMIT.  COMMERICIAL AIR COOLING TOWER INSTALLED ATPENTHOUSE LEVEL.  REMEDY:  OBATIN A PERMIT IF FEASIBLE.,,,,,,,,BB04,A.C.27-147,WORK WITHOUT A PERMIT.,$250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034021524P,03/13/1989,3:30:00,DEPT. OF BUILDINGS,HELMSLY SPEAR INC,,,MANHATTAN,00554,00001,770,BROADWAY,,NY,10003,NY,MANHATTAN,770,BROADWAY,NY,10003,NY,PAID IN FULL,STIPULATED,MANHATTAN,04/27/1989,1:30:00,MANHATTAN,05/02/1989,$250.00,WORK WITHOUT A PERMIT WORK NOTED INSTALLATION OF COOLING TOWER AT NORTH WEST ROOF INCLUDING NEW STEEL SUPPORT REMEDY STOP ALL WORK AND OBTAIN PERMITS,,,$250.00,$250.00,,Compliance Due,,BB04,A.C.27-147,WORK WITHOUT A PERMIT.,$250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034022000Z,04/12/1989,2:15:00,DEPT. OF BUILDINGS,FOOD WORLD INC.,,,QUEENS,00000,00000,30-11,    36 AVE.,,QUEENS,11106,NY,QUEENS,30-11,    36 AVE.,QUEENS,11106,NY,WRITTEN OFF,WRITTEN OFF,,05/30/1989,10:30:00,,06/02/1989,$250.00,WORK WITHOUT A PERMIT WORK NOTED WATER COOLING TOWER FOR REFRIGEATIONAND A/C INSTALLED IMPROPERLY AND NO PERMIT.  REMEDY; OBTAIN PERMITS AND APPROVALS AND CORRECT INSTALLATION TO MEET DEPT. OF BLDG. REQUIRE.,,,$1000.00,,,Compliance Due,,BB04,A.C.27-147,WORK WITHOUT A PERMIT.,$250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034041583N,05/23/1990,2:50:00,DEPT. OF BUILDINGS,"WOODNER, JONATHAN COMPANY",,,MANHATTAN,01024,00001,888,   8 AVENUE,,NY,10019,NY,MANHATTAN,745,   5 AVENUE,NY,10153,NY,PAID IN FULL,STIPULATED,MANHATTAN,08/02/1990,8:30:00,MANHATTAN,08/10/1990,$250.00,"INSTALLATION OF COOLING TOWER, STEEL DONNAGE, CONCRETE PIERS AT ROOFWITHOUT A PERMIT.  REMEDY: STOP ALL WORK, FILE PLANS, OBTAIN PERMITSBEFORE CONTINUING WORK.",,,$285.00,$285.00,,Compliance Due,,BB04,A.C.27-147,WORK WITHOUT A PERMIT.,$250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034052719R,04/29/1991,2:30:00,DEPT. OF BUILDINGS,HAMPTON MANAGEMENT CORP,,,MANHATTAN,01499,00025,55,EAST   87 STREET,,MAN,,NY,BRONX,2500,JOHNSON AVENUE,RIVERDALE,10463,NY,PAID IN FULL,IN VIOLATION,MANHATTAN,06/13/1991,8:30:00,MANHATTAN,06/18/1991,$575.00,FAILURE TO MAINTAIN:STRUCTURAL STEEL BEAMS AND ANGLE IRONS SUPPORTINGROOF COOLING TOWER ARE EXCESSIVELY CORRODED THROUGHOUT. STEEL IS FLAKING AWAY FROM BEAMS AND ANGLE IRONS DUE TO RUST CONDITION. HAZARDOUS RE,,,$575.00,$575.00,,,,BB7A,A.C.27-127,FAILURE TO MAINTAIN BUILDING: INTERIOR (HAZARDOUS).,$575.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034075633H,03/04/1993,15:20:00,DEPT. OF BUILDINGS,TISHMAN CONSTR INC,,,MANHATTAN,01293,00027,57,EAST   57 STREET,,NYC,10022,NY,MANHATTAN,666,EAST   57 STREET,MANHATTAN,10019,NY,PAID IN FULL,IN VIOLATION,MANHATTAN,05/06/1993,8:30:00,MANHATTAN,05/12/1993,$500.00,FAILURE TO ERECT SCAFFOLD SO THAT THE SAFETY OF THE PUBLIC AND PROPERTY WILL NOT BE IMPAIRED BY COLLAPSE IN THAT A SCAFFOLD HAS BEEN ERECTED AT THE S E CORNER 54 FLOOR COOLING TOWER AREA.THE SCAFFOLD IS 7 SECTI,,,$500.00,$500.00,,,,BB3K,27-..,MISCELLANEOUS SITE SAFETY VIOLATIONS.,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034075842Y,07/09/1992,9:47:00,DEPT. OF BUILDINGS,"SALONGER, MARCIA B.",,,MANHATTAN,01499,00025,55,EAST   87 STREET,,NY,10128,NY,,,,,,,PAID IN FULL,IN VIOLATION,MANHATTAN,12/03/1992,10:30:00,MANHATTAN,12/16/1992,$350.00,FAILUR TO MAINTAIN. DEFECT IS: STRUCTURAL SUPPORTS (SUPPORTING COOLING TOWER) ARE VIBRATING EXCESSIVELY. THE SPRING ABSORBERS ARE INADAQUATE. THEY ARE CAUSING PARTITIONS IN APARTMENT BELOW TO VIBRATE. REMEDY-PR,,,$175.00,$175.00,,Compliance Due,,BB07,27-127.,FAILURE TO MAINTAIN BUILDING: INTERIOR.,$350.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034121440X,05/06/1995,12:15:00,DEPT. OF BUILDINGS,CRYSTAL COMFORT AIR CO,,,QUEENS,05938,00005,18-05, 215 STREET,,QUEENS,11360,NY,QUEENS,28-31,BORDEN AVENUE,LONG ISLAND,11101,NY,PAID IN FULL,IN VIOLATION,,06/06/1995,8:30:00,,06/07/1995,$345.00,UNSAFE STORAGE OF MATERIAL AT EDGE OF BUILDING ROOF.  IN THAT AT THETIME OF INSPECTION STACKS OF PLASTIC MATERIALS AND COOLING TOWERMATERIAL STORED AT EDGE OF ROOF APPROX 2' AT THE NORTH WEST CORNER----,,,$345.00,$345.00,,,,BB2P,A.C.27-1018(B),UNSAFE STORAGE OF MATERIALS AT EDGE OF BUILDING.,$345.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034115578H,09/14/1994,9:15:00,DEPT. OF BUILDINGS,CHARLES H. GREENTHEL A,,,MANHATTAN,01487,00039,514,EAST   76 STREET,,NY,10021,NY,MANHATTAN,4,PARK AVENUE,NY,10016,NY,PAID IN FULL,DEFAULTED,MANHATTAN,03/09/1995,8:30:00,MANHATTAN,03/13/1995,$350.00,WORK WITHOUT A PERMIT. WORK NOTED: INSTALLATION ON NEW COOLING TOWER/ON ROF EASAT SIDE SOUTH CORNER. DUNNAGE HAS BEEN MOVED TO COMPENSATE FOR BASE SIZE OF NEW UNIT. BALTIMORE AIR CORP MANUFACTURE* REMEDY: OBTAI,,,$1000.00,$1000.00,,Compliance Due,,BB04,A.C.27-147,WORK WITHOUT A PERMIT.,$350.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034139539L,08/19/1996,12:45:00,DEPT. OF BUILDINGS,ORSID REALTY CORP JOHN,,,BRONX,,,4901,    HENRY HUDSON PKLY,,BRONX,,NY,QUEENS,166-10,    POWELLSCORE  BLVD,QUEENS,,NY,PAID IN FULL,IN VIOLATION,BRONX    ,06/13/1997,8:30:00,BRONX    ,07/15/1997,$800.00,FAILURE TO MAINTAIN THE ROOF MOUNTED COOLING TOWER THE ITS SUPPORTINGSTEEL DONAGE THE VIBRATION ISOLATORS FROM UNDEREATH THE UNIT ARE MISSING IN SOME PLACES WORM AT OTHER LOCATIONS ALSO THE UNIT ARE CORRODED R,,,$800.00,$800.00,,Compliance Due,,BB7A,A.C.27-127,FAILURE TO MAINTAIN BUILDING: INTERIOR (HAZARDOUS).,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034137878R,05/20/1996,10:00:00,DEPT. OF BUILDINGS,AMERICAN LANDMARK,,,MANHATTAN,01271,07501,77,WEST   55 STREET,,NY,10019,NY,MANHATTAN,770,LEXINGTON AVENUE,NY,10021,NY,PAID IN FULL,IN VIOLATION,MANHATTAN,09/26/1996,10:30:00,MANHATTAN,09/27/1996,$350.00,WORK WITHOUT A PERMIT WATER COOLING TOWER ON ROOF INSTALLED WITHOUT FIRST OBTAINING A PERMIT FROM D.O.B.REMEDY:OBTAIN ALL PERMITS FORTHWITH.,,,$350.00,$350.00,,Compliance Due,,BB04,A.C.27-147,WORK WITHOUT A PERMIT.,$350.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034155002L,07/02/1997,8:30:00,DEPT. OF BUILDINGS,J.B. LOVETT AND ASSOCI,,,BRONX,05912,00091,4901,HENRY HUDSON PARKWAY,,BRONX,10471,NY,,109-15,    14 AVENUE,COLLEGE POINT,11356,NY,PAID IN FULL,IN VIOLATION,BRONX    ,11/14/1997,10:30:00,BRONX    ,01/14/1998,$350.00,"FAILURE TO MAINTAIN THE ROOF MOUNTED COOLING TOWER AND ITS SUPPORTINGSTEEL DONAGE: THE VIBRATION ISOLATORS FROM UNDERNEATH HTE UNIT AREMISSING IN SOME PLACES AND WORN AT OTHER LOCATIONS ALSO,, THE STEEL",,,$350.00,$350.00,,Compliance Due,,BB06,A.C.27-127,FAILURE TO MAINTAIN BUILDING: EXTERIOR,$350.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034151743K,02/24/1997,10:00:00,DEPT. OF BUILDINGS,J W MAYS INC,,,BROOKLYN,00159,00001,484,FULTON STREET,,BROOKLYN,11201,NY,BROOKLYN,00496,FULTON STREET,BROOKLYN,11201,NY,HEARING COMPLETED,DISMISSED,BROOKLYN ,06/09/1997,8:30:00,BROOKLYN ,06/24/1997,$350.00,INSTALLED AN AIR CONDITION ON THE ROOF (4-UNITS AND 1- COOLING TOWER)AND IN OPERATION WITHOUT EQUIPMENT USE PERMIT REMEDY OBTAIN EQUIPMENTUSE PERMIT.,,,,,,,,BB5C,A.C.TITLE 27,MISCELLANEOUS CONSTRUCTION VIOLATION.,$350.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034182755J,06/05/1998,12:00:00,DEPT. OF BUILDINGS,MARANGOS JF JOINT VENT,,,BROOKLYN,06591,00007,916,AVENUE N,,BROOKLYN,11230,NY,,,,,,,PAID IN FULL,DEFAULTED,BROOKLYN ,07/27/1998,10:30:00,,07/30/1998,$250.00,CONTRARY TO APPROVED PLANS ISSUED 8/29/96 ON THAT A COOLING TOWER APPROX 25X15X8 IS SHOWN ON PLANS TO BE CLOSER TO LOT LINE SOUTH WEST SIDETHEN 8 FT N/B 300501632-01-NB - 8/7/98. REMOVAL. REMEDY: AMEND PLANS,,,$2500.00,$2500.00,,Compliance Due,,BB25,A.C.27-201,WORK DOES NOT CONFORM TO APPROVED PLANS.,$250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034228472K,10/28/1999,13:55:00,DEPT. OF BUILDINGS,HOTEL EDISON PRESIDENT HOTEL,,,MANHATTAN,01019,00055,234,WEST   48 STREET,,NY,10036,NY,MANHATTAN,228,WEST   47 STREET,NY,10036,NY,PAID IN FULL,DEFAULTED,MANHATTAN,12/16/1999,10:30:00,,12/21/1999,$400.00,ERMITES MENT USE PERMIT: NOTED: AT ROOF OF PH(16FL) OLD YORK TYPE A/CCOOLING TOWER AND COMPRESSOR UNIT MOUNTED ON DUNNAGE- NO PERMIT.(EQUIPMENT OLD AND IN DISREPAIR) REMEDY: REMOVE UNIT OR FILE OLANS AND OBTAI,07/31/2000,,$2500.00,$2500.00,,Compliance Due,,BB5C,A.C.TITLE 27,MISCELLANEOUS CONSTRUCTION VIOLATION.,$400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034285173L,06/01/2001,,DEPT. OF BUILDINGS,OWNER OF 201 W.107TH ST,,,MANHATTAN,01879,00029,201,WEST  107 STREET,,NY,10025,NY,MANHATTAN,201,WEST  107 STREET,NY,10025,NY,HEARING COMPLETED,IN VIOLATION,MANHATTAN,07/19/2001,10:30:00,MANHATTAN,07/10/2001,$500.00,"WORK W/O PERMIT.NOTED:AT SIDE WEST YARD MECHANICAL EQUIP.INSTALLED W/OPERMIT UNIT:AQUATOWER #203833, COOLING TOWER#4811A922520.REM:OBTAIN PERMIT.",,,,,,,,BB04,A.C.27-147,WORK WITHOUT A PERMIT.,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034300288Y,01/02/2002,,DEPT. OF BUILDINGS,BOARD OF EDUCATION,                 040,,MANHATTAN,00016,00215,345,CHAMBERS STREET,,NY,10282,NY,,,,,,,WRITTEN OFF,WRITTEN OFF,MANHATTAN,03/28/2002,10:30:00,,,$350.00,"RE-ISSUE: FAILURE TO MAINTAIN: DEFECT NOTED: DEFECTIVE,INOPERABLE DOORS AT WEST STAIRWELL (5TH FLOOR) EAST STAIRWELL(7TH FLOOR) ROOM'S #717,150,635. STAGE ROOM,THEATER STAGE AND COOLING TOWER DOORS. REMEDY: REP",,,,,,,,BB07,27-127.,FAILURE TO MAINTAIN BUILDING: INTERIOR.,$350.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034373005M,01/13/2003,,DEPT. OF BUILDINGS,BOARD OF EDU,                 040,,MANHATTAN,00113,00100,411,PEARL STREET,,NY,10038,NY,,,,,,,WRITTEN OFF,WRITTEN OFF,MANHATTAN,04/10/2003,10:30:00,,,$350.00,FAILURE TO MAINTAIN BUILDING NOTED ROOF COOLING TOWER ENCLOSURE HORIZONTAL EXPANSION JOINT IN THREE WALLS NOT SEALED OPEN JOINTS IN BRICK WALLS. REMEDY: MAINTAIN BUILDING SEAL ALL EXPANSION JOINTS.,,,,,,,,BB07,27-127.,FAILURE TO MAINTAIN BUILDING: INTERIOR.,$350.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034391244Z,04/11/2003,4:30:00,DEPT. OF BUILDINGS,AKAM ASSOCAITES,,,BROOKLYN,00231,00019,101,HICKS STREET,,BKLYN,11201,NY,MANHATTAN,8,WEST   38 STREET,NY,10018,NY,PAID IN FULL,IN VIOLATION,BROOKLYN ,10/04/2004,8:30:00,BROOKLYN ,10/04/2004,$500.00,WORK W/O PERMIT. EXPIRED PERMIT # 301352854 ALT TYP 2 TO REPALCE EXISTING WATER COOLING TOWER & INSTALL NEW HEAT EXCHAGNE & PUMP AS PER PLANS AT TIME PF INSPECTION THE EXISTING WATER COOLER HAS BEEN REMOVED FRO,,,$500.00,$500.00,,Compliance Due,,BB05,A.C.27-147,WORK WITHOUT A PERMIT: EXPIRED PERMIT.,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034415974Y,01/21/2004,9:30:00,DEPT. OF BUILDINGS,MICHAEL,BESEN 75 ST PROP,,MANHATTAN,01146,00061,164,WEST   75 STREET,,NY,10023,NY,NOT NYC,, PO BOX 22 OLD CHELSA S,NY, 10013,NY,HEARING COMPLETED,DISMISSED,MANHATTAN,08/05/2004,8:30:00,MANHATTAN,08/20/2004,$400.00,EQUIPMENT USE PERMIT NOTE NO EQUIPMENT OBTAIN FOR HVAC COOLING TOWER ERECTED ON ROOF AT 2ND FLOOR REAR REMEDY OBTAIN EQUIPMENT USE PERMIT,,,,,,,,BB5C,A.C.TITLE 27,MISCELLANEOUS CONSTRUCTION VIOLATION.,$400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034416151H,01/03/2004,3:00:00,DEPT. OF BUILDINGS,HINSDALE AMUSEMENT CORP,,,MANHATTAN,01231,00047,2310,BROADWAY,,NY,10024,NY,MANHATTAN,711,   5 AVENUE,NEW YORK,10022,NY,PAID IN FULL,STIPULATED,MANHATTAN,06/17/2004,10:30:00,MANHATTAN,06/07/2004,$350.00,"FAILURE TO MAINTAIN BLDG.(INTERIOR)NOTED, THEATRE # 2 (2ND STORY)HAS CEILING TILE 2X4 MISSING AND DAMAGE DUE TO WATER LEAK ORIGINATING FROMCOOLING TOWER ON ROOF.REMEDY:MAKE AREA SAFE,MAKE ALL NECESSARY REPAIRS",,,$180.00,$180.00,,Compliance Due,,BB07,27-127.,FAILURE TO MAINTAIN BUILDING: INTERIOR.,$350.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034414563P,11/14/2003,2:00:00,DEPT. OF BUILDINGS,75 ST PROPERTIES LLC,,,MANHATTAN,01146,00061,164,WEST   75 STREET,,NY,10023,NY,MANHATTAN,381,PARK AVENUE SOUTH,NY,10016,NY,HEARING COMPLETED,STIPULATED,MANHATTAN,01/21/2004,10:30:00,MANHATTAN,01/27/2004,$500.00,WORK WITHOUT PERMITS. WORK NOTED: AT ''CESCA'' RESTAURANT ON FIRST FLOOR ERECTED A WATER COOLING TOWER SYSTEM ON DUNAGE ON ROOF OF SECOND FL REAR OF PREMISES. REMEDY: OBTAIN PERMIT OR RESTORE TO PRIOR LEGAL CONDI,,,$250.00,$250.00,,Compliance Due,,BB04,A.C.27-147,WORK WITHOUT A PERMIT.,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034425478Y,02/03/2004,11:36:00,DEPT. OF BUILDINGS,S&G HOTEL CORP,,,MANHATTAN,00998,00026,109,WEST   45 STREET,,NY,10036,NY,MANHATTAN,109,WEST   45 STREET,NY,10036,NY,WRITTEN OFF,WRITTEN OFF,MANHATTAN,08/19/2004,8:30:00,MANHATTAN,08/26/2004,$800.00,FAILURE TO MAINTAIN:DEFECT NOTED:1-PARAPET WALL AT REAR (EAST ELEVATION)WHICH SUPPORTS STEEL STRUCTURE FOR COOLING TOWER/WATER TANK IS IN ASEVERE STATE OF DETERIORATION WITH CRACKED AND MISSING BRICK ALONG,,,$800.00,,,,,BB6A,A.C.27-127,FAILURE TO MAINTAIN BUILDING: EXTERIOR (HAZARDOUS).,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034435402R,04/27/2004,,DEPT. OF BUILDINGS,ANERRO FOOD CORP,,,MANHATTAN,01769,00036,2212,   3 AVENUE,,NY,10035,NY,MANHATTAN,2212,   3 AVENUE,NY,10035,NY,PAID IN FULL,STIPULATED,MANHATTAN,06/17/2004,10:30:00,MANHATTAN,06/01/2004,$500.00,WORK W/OUT A PERMIT.WORK NOTED:INSTALLED EQUIPMENT A COOLING TOWERS ASJ PUBLIC SIDEWALK W/OUT A PERMIT NOTED EQUIP # MARLEY AQUA TOWER # 134512-1 B2215-DA/4831.LOCATION:(1)NORTH FACADE ADJACENT E 121ST AND 3,,,$250.00,$250.00,,Compliance Due,,BBP5,A.C.27-147,WORK WITHOUT A PERMIT.,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
